Gender,Education,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,year,month,day,cancel_year,cancel_month,tenure,NumFlights,NumFlightsWithCompanions,DistanceKM,PointsAccumulated,PointsRedeemed
female,Bachelor,86860.0,Married,Star,4297.02,Standard,2019,12,17,,,,276.4,34.0,535585.7,53546.97,5931.8
male,Bachelor,76778.0,Married,Star,4298.66,Standard,2016,8,24,,,,177.6,30.2,425155.3,42509.53,8150.8
male,Bachelor,44388.0,Divorced,Star,4299.84,Standard,2016,8,17,,,,230.3,59.1,510068.5,50996.95,13644.6
male,Bachelor,88590.0,Married,Star,4300.9,Standard,2015,5,19,,,,192.9,26.8,374813.9,37472.69,11512.4
female,Bachelor,74057.0,Single,Star,4303.64,Standard,2021,8,8,,,,18.0,0.0,51971.0,5196.0,0.0
male,Bachelor,31071.0,Single,Star,4305.79,Standard,2015,5,13,,,,165.9,71.8,404343.8,40424.58,31338.6
female,Bachelor,24188.0,Married,Star,4305.81,2021 Promotion,2018,11,4,,,,211.7,55.8,446421.4,44632.44,19067.5
male,Bachelor,73345.0,Married,Star,4307.42,Standard,2020,4,21,,,,131.9,30.2,376185.3,37612.33,0.0
male,Bachelor,43386.0,Single,Star,4312.77,Standard,2016,3,18,,,,185.8,48.2,424892.1,42482.71,8706.3
male,College,0.0,Single,Star,4313.34,2021 Promotion,2021,3,5,,,,38.0,21.0,61469.0,6144.0,13196.0
female,College,0.0,Single,Star,4314.07,Standard,2020,9,13,,,,87.5,19.8,171837.0,17180.4,3652.0
female,Bachelor,33488.0,Married,Star,4314.17,Standard,2020,7,12,,,,84.1,12.0,290458.2,29040.82,11190.0
male,Bachelor,33488.0,Married,Star,4314.17,Standard,2021,6,18,,,,213.1,57.0,405120.8,40501.58,11297.5
female,Bachelor,41252.0,Married,Star,4315.79,Standard,2018,9,16,,,,239.9,81.7,484785.0,48468.9,16584.0
male,Doctor,17572.0,Married,Star,4318.43,2021 Promotion,2021,4,23,,,,49.0,13.0,91333.0,9132.0,3686.0
male,Doctor,11811.0,Married,Star,4319.15,Standard,2018,8,20,,,,219.7,73.4,376850.6,37676.26,20268.6
female,College,0.0,Divorced,Star,4322.24,Standard,2021,7,15,,,,7.0,1.0,35134.0,3513.0,0.0
female,Bachelor,69040.0,Married,Star,4327.1,Standard,2016,1,6,,,,167.0,64.0,424874.8,42482.88,7782.4
female,Bachelor,72531.0,Married,Star,4328.37,Standard,2017,12,19,2018.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,60475.0,Married,Star,4330.39,Standard,2016,1,15,,,,239.9,48.8,424803.9,42473.79,18338.8
female,Bachelor,60475.0,Married,Star,4330.39,Standard,2019,8,20,2021.0,5.0,2.0,128.6,40.3,326493.3,32643.03,12840.5
male,Bachelor,60475.0,Married,Star,4330.39,Standard,2019,4,10,,,,237.7,38.6,493084.2,49300.12,14625.6
female,Bachelor,60475.0,Married,Star,4330.39,Standard,2018,12,27,,,,204.9,30.400000000000002,274114.9,27404.79,6513.2
male,Bachelor,39660.0,Married,Star,4330.77,Standard,2017,10,9,,,,163.8,36.0,290277.3,29020.53,10191.6
male,College,0.0,Single,Star,4330.8,Standard,2016,12,31,,,,229.6,57.2,435082.4,43499.74,16655.4
female,Bachelor,82302.0,Married,Star,4331.46,Standard,2015,9,9,,,,169.8,45.6,296093.7,29605.07,0.0
female,Bachelor,82302.0,Married,Star,4331.46,Standard,2021,11,4,,,,11.0,9.0,14597.0,1459.0,0.0
male,Master,23904.0,Single,Star,4334.06,Standard,2017,8,8,,,,194.8,78.1,359243.2,35916.32,3912.0
male,Master,23904.0,Single,Star,4334.06,Standard,2016,9,12,,,,202.5,46.8,375242.6,37515.86,16147.6
female,Master,23904.0,Single,Star,4334.06,Standard,2017,5,14,,,,85.1,18.6,297802.4,29774.04,7387.2
male,Master,23904.0,Single,Star,4334.06,Standard,2016,11,7,,,,184.7,53.6,224194.7,22414.77,0.0
male,Master,23904.0,Single,Star,4334.06,Standard,2015,12,31,,,,203.8,41.5,363241.4,36318.04,15589.4
male,Master,23904.0,Single,Star,4334.06,Standard,2020,12,24,,,,88.0,22.0,117267.0,11722.0,6232.0
male,Master,23904.0,Single,Star,4334.06,Standard,2018,7,30,,,,86.7,30.2,265666.2,26561.22,4130.0
male,Bachelor,86096.0,Married,Star,4335.35,Standard,2017,2,20,,,,234.3,33.9,528232.9,52814.89,9947.9
male,College,0.0,Single,Star,4340.86,Standard,2017,2,11,,,,211.2,67.2,381549.7,38145.57,16672.5
male,Bachelor,75648.0,Married,Star,4349.31,Standard,2019,1,14,,,,187.4,37.4,441279.1,44118.71,9592.0
female,Bachelor,75648.0,Married,Star,4349.31,Standard,2018,10,10,,,,249.8,56.3,442794.0,44272.0,24750.9
female,Bachelor,75648.0,Married,Star,4349.31,Standard,2015,8,17,,,,207.1,58.5,373769.2,37369.42,13788.1
female,Bachelor,75648.0,Married,Star,4349.31,Standard,2021,7,23,,,,20.0,7.0,74412.0,7440.0,6152.0
male,Bachelor,75648.0,Married,Star,4349.31,Standard,2016,8,26,,,,188.4,58.7,440729.6,44063.66,25131.1
male,Bachelor,86001.0,Divorced,Star,4358.76,Standard,2015,8,8,,,,198.7,87.7,462952.3,46287.23,25219.8
male,Bachelor,79583.0,Married,Star,4361.37,Standard,2018,12,21,2019.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,79583.0,Married,Star,4361.37,Standard,2018,9,7,,,,213.3,50.8,430119.3,43003.83,16171.7
male,College,0.0,Single,Star,4362.77,Standard,2019,2,26,,,,213.5,73.3,407039.4,40695.04,17841.0
female,College,0.0,Single,Star,4362.77,Standard,2018,4,17,,,,153.9,38.8,342978.0,34290.8,9657.0
male,Bachelor,58842.0,Married,Star,4362.93,Standard,2021,7,2,,,,6.0,0.0,25630.0,2563.0,0.0
male,Bachelor,58842.0,Married,Star,4362.93,Standard,2021,10,29,,,,16.0,0.0,58383.0,5838.0,0.0
male,Bachelor,54514.0,Divorced,Star,4363.12,Standard,2021,5,6,,,,65.0,15.0,137973.0,13794.0,0.0
male,Bachelor,54514.0,Divorced,Star,4363.12,Standard,2015,9,17,,,,143.2,34.5,357183.9,35710.49,22162.5
female,College,0.0,Single,Star,4363.2,Standard,2019,7,25,2020.0,3.0,1.0,47.5,3.8,35153.8,3514.1800000000003,0.0
female,Bachelor,44804.0,Single,Star,4364.31,Standard,2016,6,20,,,,138.5,17.4,350146.3,35009.43,12693.9
female,Doctor,23566.0,Married,Star,4365.26,Standard,2018,11,6,2021.0,1.0,3.0,191.5,51.3,390415.7,39035.37,12289.2
female,Bachelor,26026.0,Single,Star,4369.04,Standard,2018,5,23,2019.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
female,Doctor,25676.0,Married,Star,4373.36,Standard,2020,3,13,,,,172.9,39.9,450927.1,45083.71,4494.0
female,Doctor,25676.0,Married,Star,4373.36,Standard,2018,3,9,,,,204.7,33.5,341560.0,34148.1,3470.0
male,College,0.0,Married,Star,4376.08,Standard,2017,1,10,2018.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,63774.0,Divorced,Star,4376.36,Standard,2021,8,1,,,,43.0,19.0,60752.0,6072.0,4636.0
male,Bachelor,63774.0,Divorced,Star,4376.36,Standard,2017,4,25,2018.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,63774.0,Divorced,Star,4376.36,Standard,2018,3,26,,,,201.6,23.5,343370.4,34327.94,9830.0
female,Bachelor,63774.0,Divorced,Star,4376.36,Standard,2020,2,13,,,,121.6,13.6,347498.0,34743.1,10875.1
female,Bachelor,63774.0,Divorced,Star,4376.36,Standard,2021,5,10,,,,34.0,15.0,98746.0,9872.0,0.0
male,College,0.0,Single,Star,4377.53,Standard,2016,9,7,,,,174.4,41.5,385205.6,38516.56,15739.6
female,Bachelor,20597.0,Married,Star,4381.18,Standard,2021,10,9,,,,18.0,5.0,32309.0,3230.0,0.0
female,High School or Below,20394.0,Married,Star,4381.88,Standard,2019,3,9,,,,142.6,45.2,333407.9,33335.69,16048.7
female,High School or Below,20394.0,Married,Star,4381.88,Standard,2021,7,5,,,,39.0,8.0,45658.0,4563.0,2864.0
male,Bachelor,84491.0,Single,Star,4383.15,Standard,2020,12,26,,,,90.0,22.0,187113.0,18706.0,0.0
female,Bachelor,32272.0,Married,Star,4384.35,Standard,2018,8,8,2019.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0
female,Master,10621.0,Single,Star,4386.28,Standard,2021,11,19,,,,8.0,5.0,8907.0,890.0,0.0
female,Master,10621.0,Single,Star,4386.28,Standard,2015,4,26,,,,238.0,84.2,437419.7,43732.17,20623.6
male,Bachelor,26676.0,Married,Star,4389.28,Standard,2019,7,2,,,,168.6,46.5,405975.6,40589.76,18592.7
male,College,0.0,Divorced,Star,4389.95,Standard,2019,4,3,,,,187.0,68.1,409274.7,40920.27,23443.1
male,Bachelor,28719.0,Married,Star,4395.89,Standard,2021,5,8,,,,72.0,8.0,134315.0,13427.0,3892.0
male,College,0.0,Single,Star,4398.05,Standard,2018,11,14,,,,187.1,64.4,374597.5,37454.05,24080.1
female,High School or Below,24046.0,Married,Star,4419.12,Standard,2019,9,11,,,,158.6,35.1,407926.6,40786.56,0.0
female,College,0.0,Married,Star,4419.54,Standard,2015,8,5,,,,0.0,0.0,0.0,0.0,0.0
male,College,0.0,Single,Star,4423.69,Standard,2019,3,27,,,,264.1,54.9,370519.1,37042.61,6072.4
male,Bachelor,63597.0,Married,Star,4425.75,Standard,2015,9,12,,,,218.3,32.9,357940.4,35785.34,19846.7
female,Bachelor,80892.0,Married,Star,4425.91,Standard,2018,2,11,,,,207.8,54.1,368538.7,36845.97,21762.6
female,Bachelor,80892.0,Married,Star,4425.91,Standard,2021,7,20,2019.0,3.0,-2.0,14.0,3.0,71194.0,7118.0,0.0
male,Bachelor,29660.0,Married,Star,4426.1,Standard,2016,11,1,,,,141.3,54.5,417508.0,41745.7,16396.0
female,Bachelor,58577.0,Married,Star,4428.03,Standard,2018,4,26,,,,236.7,80.5,409122.1,40903.31,11390.3
male,Bachelor,58577.0,Married,Star,4428.03,Standard,2015,7,7,,,,299.1,52.9,712729.6,71264.46,24815.0
female,Bachelor,58577.0,Married,Star,4428.03,Standard,2017,9,15,,,,96.6,26.3,269452.9,26940.69,3137.0
female,Bachelor,58577.0,Married,Star,4428.03,2021 Promotion,2021,2,9,,,,154.8,27.8,417805.3,41775.13,15604.0
male,Bachelor,24059.0,Married,Star,4430.57,Standard,2019,6,8,,,,311.7,101.39999999999999,514618.9,51448.99,21977.8
male,Bachelor,34549.0,Married,Star,4434.41,Standard,2016,9,22,2021.0,3.0,5.0,172.8,11.4,323064.5,32301.35,0.0
male,Bachelor,77609.0,Married,Star,4436.81,2021 Promotion,2021,2,5,,,,195.0,73.6,272965.7,27287.37,22955.3
female,Bachelor,88613.0,Divorced,Star,4439.9,Standard,2016,10,28,,,,195.6,48.3,344257.4,34418.14,17387.4
male,College,0.0,Married,Star,4443.63,Standard,2017,3,27,,,,207.5,24.5,396870.3,39679.03,15014.0
female,Doctor,13128.0,Married,Star,4447.42,Standard,2017,12,27,,,,134.9,28.1,236829.3,23678.63,26965.4
female,College,0.0,Married,Star,4455.84,Standard,2019,12,20,,,,194.3,43.9,417075.9,41698.99,19499.9
female,Bachelor,29550.0,Single,Star,4456.02,Standard,2016,12,28,,,,214.1,64.5,390053.0,38998.7,4675.0
male,Bachelor,54704.0,Divorced,Star,4457.94,Standard,2019,4,27,,,,257.6,43.5,486998.6,48690.16,12856.1
female,Master,17622.0,Divorced,Star,4458.11,2021 Promotion,2021,2,3,,,,150.8,26.7,407132.6,40707.86,7151.6
male,Master,17622.0,Divorced,Star,4458.11,Standard,2019,11,18,,,,188.8,35.7,571292.4,57119.84,17339.0
female,Master,17622.0,Divorced,Star,4458.11,Standard,2015,5,30,,,,216.4,40.8,359636.3,35956.93,13201.2
male,Bachelor,70088.0,Married,Star,4462.45,Standard,2018,11,12,,,,218.4,94.3,429340.2,42928.32,31061.9
female,College,0.0,Single,Star,4463.0,Standard,2020,3,12,,,,197.5,55.2,506035.7,50595.47,5901.4
female,College,0.0,Single,Star,4463.0,Standard,2020,10,15,,,,51.0,3.0,91380.0,9136.0,0.0
female,College,0.0,Single,Star,4463.0,2021 Promotion,2021,2,17,,,,235.4,61.4,429629.5,42952.25,18196.2
male,College,0.0,Single,Star,4463.0,Standard,2021,10,21,,,,11.0,0.0,40254.0,4025.0,0.0
male,College,0.0,Single,Star,4463.0,Standard,2019,5,21,,,,203.8,67.6,487043.5,48694.85,19085.5
female,College,0.0,Single,Star,4463.61,Standard,2018,1,2,,,,186.5,22.0,482196.8,48211.18,10750.3
female,Bachelor,61846.0,Married,Star,4465.34,Standard,2021,11,20,,,,0.0,0.0,0.0,0.0,0.0
female,College,0.0,Single,Star,4466.1,Standard,2021,12,12,,,,138.8,38.6,291605.6,29153.059999999998,18288.0
female,Bachelor,28663.0,Married,Star,4466.98,Standard,2019,10,27,,,,142.7,18.5,382499.2,38243.12,18838.4
male,College,0.0,Single,Star,4467.71,Standard,2019,6,6,,,,120.1,35.8,309929.6,30986.76,10254.3
male,College,0.0,Single,Star,4468.22,Standard,2015,10,6,,,,242.7,41.9,385148.6,38506.06,3561.0
male,College,0.0,Single,Star,4468.51,Standard,2016,6,20,,,,121.9,24.9,222828.4,22278.34,12744.2
male,College,0.0,Single,Star,4471.75,Standard,2015,9,23,,,,0.0,0.0,0.0,0.0,0.0
female,Bachelor,53519.0,Married,Star,4472.33,Standard,2019,1,16,,,,200.8,14.6,425562.9,42547.39,0.0
male,Bachelor,84927.0,Married,Star,4474.48,Standard,2017,9,14,,,,219.6,57.5,475685.0,47562.0,10026.3
male,Bachelor,41402.0,Divorced,Star,4477.45,Standard,2016,4,3,,,,203.1,45.7,449352.4,44927.14,3778.0
male,Bachelor,94656.0,Married,Star,4479.02,Standard,2021,12,1,,,,249.6,28.5,517968.2,51787.22,11606.0
female,High School or Below,18505.0,Married,Star,4479.49,Standard,2015,12,24,,,,149.6,15.5,396961.0,39689.1,11539.1
female,High School or Below,18505.0,Married,Star,4479.49,Standard,2016,10,14,,,,154.3,74.7,241020.6,24095.76,9156.1
female,College,0.0,Single,Star,4481.39,2021 Promotion,2021,3,28,,,,35.0,9.0,150596.0,15057.0,6692.0
female,College,0.0,Single,Star,4488.13,Standard,2017,10,6,,,,190.2,29.5,402564.4,40246.34,0.0
female,College,0.0,Married,Star,4491.91,Standard,2020,6,20,,,,80.2,10.8,201488.0,20144.5,0.0
female,High School or Below,21137.0,Single,Star,4492.23,Standard,2019,2,22,,,,249.2,58.5,413902.6,41382.159999999996,26032.4
male,College,0.0,Single,Star,4492.52,Standard,2015,9,25,,,,196.0,51.1,335580.9,33550.89,17351.1
female,College,0.0,Single,Star,4492.52,Standard,2019,10,7,,,,255.0,80.2,527230.3,52715.03,17162.7
male,College,0.0,Single,Star,4502.41,Standard,2020,4,4,,,,159.2,48.2,171548.4,17149.04,11498.8
male,College,0.0,Single,Star,4502.67,Standard,2020,7,24,,,,92.5,26.1,143319.4,14326.84,5768.4
male,College,0.0,Single,Star,4502.87,Standard,2021,11,18,,,,15.0,0.0,17449.0,1744.0,0.0
female,Bachelor,81079.0,Married,Star,4505.4,Standard,2019,12,9,,,,182.9,50.0,457302.8,45722.28,8546.2
female,Bachelor,24790.0,Married,Star,4505.84,Standard,2018,8,11,2020.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
female,High School or Below,20284.0,Single,Star,4505.85,2021 Promotion,2016,7,24,,,,227.2,43.6,426755.6,42666.16,19483.3
female,College,0.0,Single,Star,4506.66,Standard,2020,9,14,,,,125.9,29.0,270768.0,27069.6,16218.0
female,College,0.0,Single,Star,4512.2,Standard,2021,11,4,,,,7.0,0.0,20521.0,2052.0,0.0
male,Bachelor,87517.0,Married,Star,4515.18,Standard,2016,4,19,,,,165.3,62.1,359104.5,35901.75,8684.2
male,Bachelor,87517.0,Married,Star,4515.18,Standard,2017,11,11,,,,234.0,65.3,291858.5,29177.95,10484.2
female,Bachelor,21500.0,Divorced,Star,4515.45,Standard,2021,12,28,,,,0.0,0.0,0.0,0.0,0.0
female,High School or Below,25261.0,Married,Star,4517.91,Standard,2016,10,7,,,,208.3,55.5,470092.1,47002.41,5358.0
female,College,0.0,Single,Star,4518.02,Standard,2015,12,8,,,,230.3,48.5,430137.4,43004.74,15078.4
female,Bachelor,39426.0,Married,Star,4521.19,Standard,2018,2,8,,,,211.1,51.5,412454.3,41236.53,0.0
male,Bachelor,32802.0,Married,Star,4525.28,Standard,2017,12,12,,,,147.8,39.6,221890.8,22180.98,11417.7
female,High School or Below,10269.0,Single,Star,4525.37,2021 Promotion,2021,3,27,,,,50.0,25.0,86681.0,8664.0,4424.0
female,College,0.0,Married,Star,4526.13,Standard,2019,5,18,,,,158.7,43.0,379647.5,37957.75,9556.3
female,Bachelor,92921.0,Married,Star,4526.95,Standard,2017,7,2,,,,221.6,65.0,567530.5,56745.05,11780.8
female,Bachelor,90034.0,Married,Star,4528.74,Standard,2016,4,25,,,,228.3,29.4,499132.7,49907.27,19697.1
female,Bachelor,65134.0,Married,Star,4529.06,Standard,2019,8,27,,,,348.4,74.7,478949.4,47885.74,12773.7
female,College,0.0,Single,Star,4529.98,Standard,2016,6,4,,,,182.5,23.2,280773.2,28070.52,5781.0
male,Bachelor,34640.0,Married,Star,4530.53,Standard,2018,11,21,,,,155.6,24.9,411111.1,41105.11,19656.2
male,Bachelor,34640.0,Married,Star,4530.53,Standard,2015,7,11,,,,40.0,14.0,74921.0,7491.0,2453.0
male,College,0.0,Married,Star,4531.37,Standard,2016,7,1,,,,172.8,43.0,353684.1,35362.11,6644.3
female,Bachelor,23705.0,Married,Star,4531.37,Standard,2019,6,11,,,,199.9,53.6,228627.9,22857.39,5132.0
female,College,0.0,Single,Star,4531.68,Standard,2015,11,16,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,91967.0,Married,Star,4533.73,2021 Promotion,2021,4,3,2021.0,5.0,0.0,9.0,0.0,4796.0,479.0,0.0
female,Bachelor,59556.0,Married,Star,4540.38,Standard,2017,8,23,,,,220.7,37.5,473275.6,47320.86,0.0
male,College,0.0,Divorced,Star,4540.99,2021 Promotion,2021,2,18,,,,116.3,41.2,284214.1,28414.21,9765.2
male,College,0.0,Divorced,Star,4541.26,Standard,2021,11,30,,,,166.5,30.3,401056.3,40097.13,2235.0
female,Bachelor,29875.0,Single,Star,4542.41,Standard,2016,7,22,,,,215.5,73.2,484606.4,48453.94,33497.0
male,College,0.0,Single,Star,4547.16,Standard,2018,2,28,,,,191.6,56.7,504799.6,50471.26,23418.5
female,Bachelor,33531.0,Married,Star,4547.89,Standard,2020,5,7,,,,90.5,21.5,201619.1,20157.91,11865.8
female,Bachelor,33531.0,Married,Star,4547.89,Standard,2021,9,23,,,,12.0,3.0,21434.0,2142.0,0.0
male,College,0.0,Married,Star,4548.29,Standard,2016,12,11,2018.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,85140.0,Single,Star,4554.56,Standard,2017,3,31,2017.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,85140.0,Single,Star,4554.56,Standard,2018,1,20,2020.0,5.0,2.0,66.5,13.3,118620.8,11859.88,0.0
male,Bachelor,90156.0,Married,Star,4554.91,2021 Promotion,2021,3,29,,,,49.0,13.0,117124.0,11711.0,0.0
male,College,0.0,Single,Star,4556.59,2021 Promotion,2021,3,6,2021.0,11.0,0.0,41.0,28.0,65356.0,6534.0,0.0
male,High School or Below,14665.0,Married,Star,4558.43,Standard,2021,11,28,,,,212.8,52.3,408319.6,40824.56,16188.7
male,College,0.0,Single,Star,4558.59,Standard,2017,8,26,,,,156.8,57.6,435881.5,43578.75,24888.0
male,Bachelor,37709.0,Married,Star,4558.97,Standard,2020,3,27,,,,166.3,32.4,368645.3,36859.23,22972.9
male,High School or Below,29327.0,Married,Star,4561.27,Standard,2017,4,19,,,,194.8,48.4,421568.2,42149.32,10980.1
female,Bachelor,39187.0,Divorced,Star,4563.02,Standard,2019,7,12,2020.0,9.0,1.0,58.9,28.5,175921.0,17589.1,0.0
male,College,0.0,Married,Star,4563.87,Standard,2015,7,10,,,,155.5,39.8,324395.5,32431.95,13648.3
male,High School or Below,12626.0,Single,Star,4564.51,Standard,2019,3,10,,,,154.0,50.9,334832.5,33475.85,22594.8
female,College,0.0,Single,Star,4566.12,Standard,2015,7,9,,,,234.8,75.2,421214.0,42113.1,0.0
female,College,0.0,Single,Star,4568.82,Standard,2015,6,4,,,,225.2,48.3,286382.6,28629.86,23172.3
male,College,0.0,Married,Star,4569.88,Standard,2020,1,7,,,,242.1,59.0,437732.8,43767.28,28520.9
male,Doctor,27538.0,Divorced,Star,4570.67,Standard,2015,12,7,,,,215.5,56.6,404635.4,40454.94,0.0
male,Doctor,27538.0,Divorced,Star,4570.67,Standard,2019,8,21,,,,127.2,5.9,280345.3,28029.33,0.0
female,Bachelor,91485.0,Divorced,Star,4571.51,Standard,2017,1,24,,,,280.5,53.4,415928.3,41583.33,27633.6
male,College,0.0,Married,Star,4572.04,Standard,2016,3,29,,,,165.1,50.7,257165.7,25709.77,11517.0
female,Bachelor,99316.0,Single,Star,4574.52,Standard,2017,10,19,,,,176.4,25.1,389487.8,38941.88,14962.7
female,Bachelor,32906.0,Single,Star,4574.92,Standard,2020,11,18,2021.0,4.0,1.0,28.0,11.0,38800.0,3879.0,4266.0
female,Bachelor,48569.0,Married,Star,4576.76,Standard,2017,9,3,,,,192.1,43.6,445897.1,44582.41,0.0
female,Bachelor,48569.0,Married,Star,4576.76,Standard,2017,12,2,,,,230.2,34.6,386331.4,38626.44,12873.2
female,Bachelor,49558.0,Divorced,Star,4582.16,Standard,2020,8,30,2021.0,4.0,1.0,67.9,12.6,132659.6,13262.46,9155.0
male,Bachelor,69085.0,Married,Star,4582.67,Standard,2019,6,23,,,,126.3,29.0,227931.7,22785.27,4027.0
male,High School or Below,19065.0,Married,Star,4582.69,Standard,2020,8,2,,,,150.1,30.8,222911.9,22285.79,2276.0
male,Bachelor,66991.0,Married,Star,4582.9,Standard,2020,4,5,,,,157.9,46.6,327781.9,32769.19,4300.0
male,Bachelor,22728.0,Married,Star,4583.1,Standard,2019,3,19,,,,212.2,66.2,357144.1,35706.91,15513.1
male,Bachelor,94804.0,Married,Star,4583.75,Standard,2021,5,21,,,,24.0,3.0,68523.0,6851.0,5620.0
female,Bachelor,32510.0,Single,Star,4589.94,2021 Promotion,2021,4,8,,,,164.1,46.0,300698.3,30062.829999999998,33281.1
male,Bachelor,83297.0,Married,Star,4591.63,Standard,2016,10,16,,,,212.6,78.1,702793.2,70269.12,5054.0
female,Bachelor,73604.0,Married,Star,4592.15,Standard,2018,3,3,,,,195.6,36.8,484162.2,48406.92,0.0
female,Bachelor,73604.0,Married,Star,4592.15,Standard,2016,9,6,,,,140.8,41.4,360207.3,36013.729999999996,9680.5
male,College,0.0,Married,Star,4594.26,Standard,2021,9,19,,,,23.0,6.0,49688.0,4967.0,0.0
male,College,0.0,Married,Star,4594.26,Standard,2015,10,27,,,,203.4,60.3,383786.5,38372.65,17163.6
male,Bachelor,76357.0,Married,Star,4595.46,Standard,2015,10,17,,,,175.0,22.7,329315.1,32924.11,13061.4
male,Bachelor,95550.0,Divorced,Star,4595.52,Standard,2016,12,13,2017.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0
female,Bachelor,51523.0,Married,Star,4598.24,Standard,2017,3,3,2017.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,79284.0,Single,Star,4599.76,Standard,2021,1,26,,,,76.0,25.0,178261.0,17822.0,2887.0
male,Bachelor,37308.0,Married,Star,4601.91,Standard,2019,7,24,,,,149.1,24.1,330869.9,33082.79,11414.8
female,Bachelor,37308.0,Married,Star,4601.91,Standard,2020,9,23,2021.0,5.0,1.0,84.7,13.8,158752.1,15871.41,5670.0
female,High School or Below,22571.0,Single,Star,4605.04,Standard,2017,3,21,,,,217.8,38.5,430223.0,43012.3,4082.0
male,High School or Below,22571.0,Single,Star,4605.04,Standard,2016,7,26,2019.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
male,High School or Below,22571.0,Single,Star,4605.04,Standard,2019,1,10,,,,171.7,42.3,513847.2,51379.52,32414.2
female,High School or Below,22571.0,Single,Star,4605.04,Standard,2019,5,2,,,,170.5,70.2,357559.6,35749.46,18460.4
male,High School or Below,22571.0,Single,Star,4605.04,2021 Promotion,2021,3,8,,,,84.0,31.0,94064.0,9402.0,16623.0
male,College,0.0,Single,Star,4606.27,Standard,2019,1,18,,,,148.5,62.7,331871.6,33180.86,10608.0
female,High School or Below,16764.0,Married,Star,4617.39,Standard,2019,10,30,,,,157.5,32.9,349058.3,34896.73,6535.0
male,Bachelor,41167.0,Divorced,Star,4617.84,Standard,2015,7,5,,,,95.1,21.5,254611.8,25457.68,13117.6
female,College,0.0,Single,Star,4620.39,Standard,2019,6,29,,,,185.3,35.6,434249.5,43417.35,11089.6
male,College,0.0,Single,Star,4623.54,Standard,2021,1,15,,,,66.0,22.0,145785.0,14575.0,4047.0
male,Bachelor,97065.0,Single,Star,4623.62,Standard,2018,1,26,2018.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
male,Bachelor,28264.0,Divorced,Star,4624.56,Standard,2021,12,30,,,,0.0,0.0,0.0,0.0,0.0
male,Bachelor,28264.0,Divorced,Star,4624.56,Standard,2020,11,22,,,,101.5,3.0,259066.9,25903.19,0.0
male,College,0.0,Married,Star,4624.62,Standard,2017,10,11,,,,286.4,63.4,479074.5,47898.15,28456.2
male,College,0.0,Married,Star,4624.62,Standard,2020,2,19,2020.0,10.0,0.0,102.60000000000001,0.0,146531.8,14651.98,0.0
female,Bachelor,66670.0,Married,Star,4625.55,Standard,2017,2,7,,,,184.2,33.8,297020.9,29696.29,6631.0
male,Bachelor,79487.0,Divorced,Star,4626.8,Standard,2017,3,5,,,,131.5,30.3,291497.5,29142.25,3486.0
female,Bachelor,79487.0,Divorced,Star,4626.8,Standard,2020,2,26,,,,182.2,57.5,426316.5,42622.75,15911.7
female,College,0.0,Single,Star,4628.28,Standard,2018,2,15,,,,214.9,38.8,300741.4,30066.739999999998,6581.0
male,College,0.0,Single,Star,4628.28,2021 Promotion,2021,3,4,,,,63.0,0.0,72234.0,7222.0,0.0
